gene	beta_injury_index	AveExpr	t	p_value	FDR	B	logFC	P.Value	adj.P.Val
SAFB2	0.12998105145324806	8.22258421875	4.758601015575885	5.084030525179433e-6	4.554560063271572e-5	3.7213647498531106	0.12998105145324806	5.084030525179433e-6	4.554560063271572e-5
EIF4ENIF1	0.1200938327905632	7.0453759375	4.7585210035671395	5.085747434232817e-6	4.554560063271572e-5	3.7210448127910905	0.1200938327905632	5.085747434232817e-6	4.554560063271572e-5
PALB2	0.09804805444709237	6.70531390625	4.758255061619765	5.091458090422132e-6	4.557797853537146e-5	3.7199814408471443	0.09804805444709237	5.091458090422132e-6	4.557797853537146e-5
STK24	0.13067506961487285	9.270955234375	4.758156644681193	5.093573002722509e-6	4.557815447479339e-5	3.719587930105474	0.13067506961487285	5.093573002722509e-6	4.557815447479339e-5
SELP	0.17617229523327188	6.20591484375	4.756647811072076	5.1261035083371136e-6	4.585038224377353e-5	3.713555714537401	0.17617229523327188	5.1261035083371136e-6	4.585038224377353e-5
GGTA1P	0.22707663521170435	6.971239296875	4.75646762506684	5.130001748033441e-6	4.5866390474710824e-5	3.7128354323015866	0.22707663521170435	5.130001748033441e-6	4.5866390474710824e-5
PRR13	0.09448288050008531	8.938649375	4.756268481031527	5.1343134759007585e-6	4.588608095368496e-5	3.7120393887070993	0.09448288050008531	5.1343134759007585e-6	4.588608095368496e-5
RPGR	0.15208052885752463	4.03587484375	4.755845029125417	5.143493430657349e-6	4.59492454197492e-5	3.710346790866044	0.15208052885752463	5.143493430657349e-6	4.59492454197492e-5
AMD1	0.19382035100314995	6.897828125	4.755608567744534	5.148626558524579e-6	4.5976220659928224e-5	3.7094016667152925	0.19382035100314995	5.148626558524579e-6	4.5976220659928224e-5
MYB	0.18077844334964413	3.58414109375	4.75542590418037	5.152595234097623e-6	4.599277969935396e-5	3.7086715921887627	0.18077844334964413	5.152595234097623e-6	4.599277969935396e-5
FKBP10	0.16562058171229066	5.58119546875	4.7544335814576115	5.174206946577968e-6	4.6166744753449766e-5	3.7047057930636296	0.16562058171229066	5.174206946577968e-6	4.6166744753449766e-5
LITAF	0.1550571758272787	9.818136328125	4.754137280662512	5.180677058572567e-6	4.620552195782249e-5	3.7035217446299527	0.1550571758272787	5.180677058572567e-6	4.620552195782249e-5
MAPK7	0.11065326183290866	5.6585696875	4.753885959386003	5.186171125350593e-6	4.62355657744883e-5	3.702517479398109	0.11065326183290866	5.186171125350593e-6	4.62355657744883e-5
CASC15	0.11901618248067773	4.720725390625	4.753437513676202	5.195988496422372e-6	4.6285330904149176e-5	3.7007256085467457	0.11901618248067773	5.195988496422372e-6	4.6285330904149176e-5
LUZP1	0.09684798833534644	6.627594375	4.753402790191054	5.196749413063136e-6	4.6285330904149176e-5	3.7005868675809825	0.09684798833534644	5.196749413063136e-6	4.6285330904149176e-5
CTTNBP2NL	0.2418321010564149	5.8915584375	4.753295920844289	5.199091982648074e-6	4.6285330904149176e-5	3.7001598654534202	0.2418321010564149	5.199091982648074e-6	4.6285330904149176e-5
TANC2	0.2163779044711878	4.46588640625	4.753242457804562	5.200264272961917e-6	4.6285330904149176e-5	3.699946253568461	0.2163779044711878	5.200264272961917e-6	4.6285330904149176e-5
ADAMTS9-AS2	0.21128168665762648	5.1664628125	4.752383704687489	5.219129368480937e-6	4.6434241780190524e-5	3.6965153306511898	0.21128168665762648	5.219129368480937e-6	4.6434241780190524e-5
CYGB	0.2660379530270743	7.2032669531249995	4.752248470192696	5.22210623489753e-6	4.64417321863148e-5	3.6959750761784242	0.2660379530270743	5.22210623489753e-6	4.64417321863148e-5
SMARCC1	0.15116133631795206	7.456947734375	4.752034291251912	5.226824240533289e-6	4.646469460740524e-5	3.695119464914324	0.15116133631795206	5.226824240533289e-6	4.646469460740524e-5
MAPK1IP1L	0.16128203454033435	9.655175	4.7515429106227085	5.237664142570894e-6	4.6542037619830336e-5	3.693156578273067	0.16128203454033435	5.237664142570894e-6	4.6542037619830336e-5
HSD17B14	-0.34860173348222157	7.421062890625	-4.750565324555229	5.259294558995671e-6	4.671516314488887e-5	3.689251900018853	-0.34860173348222157	5.259294558995671e-6	4.671516314488887e-5
MIR6831	0.1478933615247008	7.021252109375	4.750404779186598	5.2628551027403974e-6	4.6727708999964026e-5	3.688610702758101	0.1478933615247008	5.2628551027403974e-6	4.6727708999964026e-5
C3P1	-0.21669844298289756	10.826921015625	-4.749974649451915	5.272405944466907e-6	4.679340942879992e-5	3.68689289538683	-0.21669844298289756	5.272405944466907e-6	4.679340942879992e-5
LRRCC1	0.16497589126900788	4.185245625	4.7491270292357335	5.291276131256757e-6	4.69290829791768e-5	3.6835080763725934	0.16497589126900788	5.291276131256757e-6	4.69290829791768e-5
SH3BGRL	0.22951922763523408	9.00494	4.749094233330062	5.292007564378278e-6	4.69290829791768e-5	3.683377120306009	0.22951922763523408	5.292007564378278e-6	4.69290829791768e-5
EFHD1	-0.4157270296678762	7.566141796875	-4.748423598639117	5.3069859342486094e-6	4.7042732285130396e-5	3.68069937348829	-0.4157270296678762	5.3069859342486094e-6	4.7042732285130396e-5
ZNF746	0.14349812404295909	6.4195115625	4.748213921587824	5.3116774096491635e-6	4.706513999678137e-5	3.679862217785436	0.14349812404295909	5.3116774096491635e-6	4.706513999678137e-5
NAGS	-0.22822292864196922	8.9718034375	-4.748001501916175	5.3164343457449485e-6	4.707900156133198e-5	3.6790141382762958	-0.22822292864196922	5.3164343457449485e-6	4.707900156133198e-5
C5ORF22	0.171767733561211	7.596785	4.7479508032098625	5.3175703046105206e-06	4.707900156133198e-5	3.6788117290536686	0.171767733561211	5.3175703046105206e-06	4.707900156133198e-5
TRABD2A	0.15743966753409183	5.081213984375	4.746974635841725	5.339488267090644e-6	4.724552397846198e-5	3.674914778909015	0.15743966753409183	5.339488267090644e-6	4.724552397846198e-5
LOC102724156	0.24824422628464635	4.080801953125	4.746919767741703	5.340722818141773e-6	4.724552397846198e-5	3.674695757034435	0.24824422628464635	5.340722818141773e-6	4.724552397846198e-5
BBOX1	-0.38630229038597896	9.17917875	-4.746652381998156	5.34674304570018e-6	4.7268396877405975e-5	3.673628434929446	-0.38630229038597896	5.34674304570018e-6	4.7268396877405975e-5
INMT	0.3040492433906657	7.30723453125	4.746611932963524	5.347654333438887e-6	4.7268396877405975e-5	3.6734669784180394	0.3040492433906657	5.347654333438887e-6	4.7268396877405975e-5
IGDCC4	0.2093051826134745	2.587777265625	4.746252332572907	5.355762487136558e-6	4.7320837279724435e-5	3.672031638534028	0.2093051826134745	5.355762487136558e-6	4.7320837279724435e-5
TJAP1	0.11355200251425107	7.325149140625	4.745809130678516	5.3657720390928546e-6	4.735558738128429e-5	3.670262709109222	0.11355200251425107	5.3657720390928546e-6	4.735558738128429e-5
RBBP7	0.08201950039450355	8.793434609375	4.745790405223702	5.366195345210321e-6	4.735558738128429e-5	3.6701879736884813	0.08201950039450355	5.366195345210321e-6	4.735558738128429e-5
ASL	-0.16761131227362253	10.5839796875	-4.745789031502221	5.3662264007201665e-6	4.735558738128429e-5	3.6701824910178704	-0.16761131227362253	5.3662264007201665e-6	4.735558738128429e-5
OMA1	-0.1033103962329197	8.014952890625	-4.74553263137796	5.3720258474849e-6	4.73875418736168e-5	3.6691591899126994	-0.1033103962329197	5.3720258474849e-6	4.73875418736168e-5
SLC9A6	0.1442288214421144	7.204750859375	4.743932776237817	5.408349867006889e-6	4.7688623695582025e-5	3.6627749907753397	0.1442288214421144	5.408349867006889e-6	4.7688623695582025e-5
HEPH	0.33155820805539127	4.589578828125	4.742875534705776	5.432484470543903e-6	4.788202377947387e-5	3.658556910387002	0.33155820805539127	5.432484470543903e-6	4.788202377947387e-5
LOC100506123	0.2977333133077483	4.223188359375	4.741862191902094	5.455714818110168e-6	4.806730029904839e-5	3.6545145906828633	0.2977333133077483	5.455714818110168e-6	4.806730029904839e-5
TMEM59L	-0.1646412206541825	5.487321875	-4.7413844611026335	5.46669987780725e-6	4.8144583984591545e-5	3.6526090873820145	-0.1646412206541825	5.46669987780725e-6	4.8144583984591545e-5
UBE2Q2	0.30134157913305254	6.62215953125	4.741241963053537	5.469980657757541e-6	4.815398188919457e-5	3.652040737867928	0.30134157913305254	5.469980657757541e-6	4.815398188919457e-5
SEMA4F	0.1290114353485312	5.526403046875	4.74082003060409	5.479706132310384e-6	4.8220083938571116e-5	3.6503579421477568	0.1290114353485312	5.479706132310384e-6	4.8220083938571116e-5
TMEM126B	0.11401917189826817	9.271734453125	4.7405618093455715	5.485666346877284e-6	4.825120969759995e-5	3.6493281284855748	0.11401917189826817	5.485666346877284e-6	4.825120969759995e-5
FDXR	0.23252477229294616	6.202420625	4.74047465130754	5.487679528886236e-6	4.825120969759995e-5	3.6489805418883083	0.23252477229294616	5.487679528886236e-6	4.825120969759995e-5
POU6F1	-0.1138960630847066	5.526663359375	-4.739939177723996	5.500063639621026e-6	4.8340559334414615e-5	3.6468451693557427	-0.1138960630847066	5.500063639621026e-6	4.8340559334414615e-5
RNF144A	0.14470253347276005	4.80212671875	4.739219251403961	5.516756316575968e-6	4.846768988468378e-5	3.6439744986951563	0.14470253347276005	5.516756316575968e-6	4.846768988468378e-5
USP25	0.0948701208767881	7.73467875	4.738105010511538	5.542688577715807e-6	4.867585976223332e-5	3.6395321203613378	0.0948701208767881	5.542688577715807e-6	4.867585976223332e-5
BAAT	-0.21043596055070196	10.92545765625	-4.73789140686135	5.547673341176988e-6	4.8699975056748595e-5	3.6386805853887108	-0.21043596055070196	5.547673341176988e-6	4.8699975056748595e-5
FUT11	0.16544579780903407	6.710657578125	4.7373121894758805	5.561212105449333e-6	4.879913147633697e-5	3.636371659733502	0.16544579780903407	5.561212105449333e-6	4.879913147633697e-5
GPRC5C	-0.1349675874717784	8.6638375	-4.736671787691359	5.576218245707292e-6	4.891107883018981e-5	3.633819065858475	-0.1349675874717784	5.576218245707292e-6	4.891107883018981e-5
XCL1	0.34448058694675165	6.10672734375	4.736220944414499	5.586806085404106e-6	4.898419700757578e-5	3.6320221831402755	0.34448058694675165	5.586806085404106e-6	4.898419700757578e-5
VAPA	0.10354073063757649	10.00588953125	4.7359776381949015	5.59252809992471e-6	4.901461070010564e-5	3.631052510722263	0.10354073063757649	5.59252809992471e-6	4.901461070010564e-5
CD5L	0.23919519479985266	9.02998171875	4.735689263178251	5.599317379209212e-6	4.904130651037026e-5	3.6299032663661706	0.23919519479985266	5.599317379209212e-6	4.904130651037026e-5
SGIP1	0.15709557293253001	2.433780390625	4.735656764883875	5.6000829941506794e-6	4.904130651037026e-5	3.629773755859077	0.15709557293253001	5.6000829941506794e-6	4.904130651037026e-5
CDC42SE1	0.19914776789265817	8.058882421875	4.73521129719926	5.61058781970575e-6	4.9113527904249166e-5	3.6279985640745025	0.19914776789265817	5.61058781970575e-6	4.9113527904249166e-5
PCMT1	-0.1291876297448324	8.360531484375	-4.734688368029097	5.622943652168547e-6	4.920188787836782e-5	3.6259148370861976	-0.1291876297448324	5.622943652168547e-6	4.920188787836782e-5
NGLY1	0.097332427289417	7.66387875	4.734321222110402	5.631634356260814e-6	4.9243675952138354e-5	3.6244519593194884	0.097332427289417	5.631634356260814e-6	4.9243675952138354e-5
CD81	0.08086767697668282	11.45752109375	4.734295367426929	5.632246851878831e-6	4.9243675952138354e-5	3.6243489453969637	0.08086767697668282	5.632246851878831e-6	4.9243675952138354e-5
FGD3	0.22394635392356588	6.23956390625	4.73363850629448	5.647829496641994e-6	4.936007836096959e-5	3.6217319177466774	0.22394635392356588	5.647829496641994e-6	4.936007836096959e-5
SIRT6	-0.12337882432954778	6.330034921875	-4.7335178874775705	5.650695456025478e-6	4.9365292471856317e-5	3.6212513829866886	-0.12337882432954778	5.650695456025478e-6	4.9365292471856317e-5
LRRC4C	0.17415931957562888	4.8026221875	4.733016820481903	5.6626161221931545e-6	4.944957386835315e-5	3.619255268042531	0.17415931957562888	5.6626161221931545e-6	4.944957386835315e-5
KAT8	-0.1156494582190538	7.296563046875	-4.732180386527117	5.682569620167513e-6	4.960390728230494e-5	3.615923472236636	-0.1156494582190538	5.682569620167513e-6	4.960390728230494e-5
CKAP5	0.1283289573172144	6.3401675	4.731934721392436	5.688442990157025e-6	4.963525887079252e-5	3.6149449844022428	0.1283289573172144	5.688442990157025e-6	4.963525887079252e-5
CCDC57	-0.18211470650709286	7.00519484375	-4.731250277130565	5.70483771921804e-6	4.9758354012089026e-5	3.6122190207564326	-0.18211470650709286	5.70483771921804e-6	4.9758354012089026e-5
ZBED4	0.17640601699587008	4.549283125	4.7308757595446265	5.713828021948822e-6	4.981679397252614e-5	3.6107275315908822	0.17640601699587008	5.713828021948822e-6	4.981679397252614e-5
DNAJC25-GNG10	-0.18388964523413823	8.889712890625	-4.730270110402317	5.728395675224614e-6	4.992379452049721e-5	3.6083157529820618	-0.18388964523413823	5.728395675224614e-6	4.992379452049721e-5
RP2	0.2105199937700718	5.956273515625	4.72971488074648	5.741782176751927e-6	4.999074988576701e-5	3.6061049420330225	0.2105199937700718	5.741782176751927e-6	4.999074988576701e-5
ZBTB1	0.15027159000227955	7.62205484375	4.72967570984895	5.742727723832175e-6	4.999074988576701e-5	3.605948978403834	0.15027159000227955	5.742727723832175e-6	4.999074988576701e-5
DHRS4-AS1	-0.21090129941959548	9.124605390625	-4.729665564556731	5.7429726458204265e-6	4.999074988576701e-5	3.6059085838531075	-0.21090129941959548	5.7429726458204265e-6	4.999074988576701e-5
THNSL1	-0.16518335987711963	7.59560109375	-4.729233953833443	5.753401722715435e-6	5.0061499069691546e-5	3.604190136548908	-0.16518335987711963	5.753401722715435e-6	5.0061499069691546e-5
ITIH5	0.2929314386198815	5.5574446875	4.728706951313171	5.766160628536742e-6	5.015245587867243e-5	3.6020920383750603	0.2929314386198815	5.766160628536742e-6	5.015245587867243e-5
CES1P1	-0.2546220707915023	3.88446234375	-4.727908439269326	5.785545078973922e-6	5.030094408589917e-5	3.5989133212819873	-0.2546220707915023	5.785545078973922e-6	5.030094408589917e-5
TCEAL7	0.25294726075703217	3.747383125	4.726833592024728	5.811737398233911e-6	5.050847927438365e-5	3.5946351636971947	0.25294726075703217	5.811737398233911e-6	5.050847927438365e-5
ERLEC1	0.1366342346354428	9.59742859375	4.72624968285554	5.8260144166147956e-6	5.061233690280417e-5	3.5923113471012194	0.1366342346354428	5.8260144166147956e-6	5.061233690280417e-5
GYPC	0.16434895019690465	6.945042578125	4.725617205189093	5.84151727592757e-6	5.07267566080848e-5	3.5897944670240456	0.16434895019690465	5.84151727592757e-6	5.07267566080848e-5
SOAT1	0.16930056167310933	7.5060315625	4.724288521146389	5.874215239744347e-6	5.09903448165039e-5	3.584507875129219	0.16930056167310933	5.874215239744347e-6	5.09903448165039e-5
PEG10	0.6529338378191052	6.55508984375	4.7228856641203585	5.908930815691896e-6	5.127122937125881e-5	3.5789272952467606	0.6529338378191052	5.908930815691896e-6	5.127122937125881e-5
SGO2	0.22990446173229806	4.46082984375	4.722118264934679	5.928005082612391e-6	5.141622590194072e-5	3.5758750657490985	0.22990446173229806	5.928005082612391e-6	5.141622590194072e-5
PYGB	0.1312472672678994	6.55002890625	4.721812638069648	5.935618244844212e-6	5.14617392108793e-5	3.57465957201331	0.1312472672678994	5.935618244844212e-6	5.14617392108793e-5
C1ORF198	0.2591095339121702	6.8082871875	4.721666671161865	5.9392576177013695e-6	5.147277727404697e-5	3.574079073622652	0.2591095339121702	5.9392576177013695e-6	5.147277727404697e-5
LRCH1	0.1635155306608627	6.80569015625	4.721492099020095	5.943613037366663e-6	5.149000971797571e-5	3.5733848311198866	0.1635155306608627	5.943613037366663e-6	5.149000971797571e-5
JUNB	0.21841552076776416	5.87463296875	4.72102778011374	5.955212433489799e-6	5.156995862488201e-5	3.5715384047794423	0.21841552076776416	5.955212433489799e-6	5.156995862488201e-5
RHOV	-0.23139218474176043	4.87805140625	-4.720723066913821	5.962836540159377e-6	5.161543305136765e-5	3.570326741236549	-0.23139218474176043	5.962836540159377e-6	5.161543305136765e-5
UBA6	0.20743313455958554	7.2112606249999995	4.720352111364772	5.972130822659416e-6	5.1675322905851345e-5	3.568851745339966	0.20743313455958554	5.972130822659416e-6	5.1675322905851345e-5
TRPM5	-0.18227661479237595	3.179417734375	-4.720157372559462	5.977015610208014e-6	5.169702607111528e-5	3.568077456213704	-0.18227661479237595	5.977015610208014e-6	5.169702607111528e-5
FANCC	-0.19703196444549345	7.8601410156250004	-4.719295221750623	5.998688121717185e-6	5.186385640370187e-5	3.5646497804125197	-0.19703196444549345	5.998688121717185e-6	5.186385640370187e-5
KDM6B	0.131024068813196	6.701327734375	4.718760210638692	6.012175310710229e-6	5.195981308457673e-5	3.562522943776216	0.131024068813196	6.012175310710229e-6	5.195981308457673e-5
POMP	0.11190202806344803	10.6574921875	4.717761974854628	6.037418526149967e-6	5.2157253852001684e-5	3.5585550970880924	0.11190202806344803	6.037418526149967e-6	5.2157253852001684e-5
MYEF2	0.17943682678366837	4.0218865625	4.717560779241538	6.042518733721446e-6	5.217667756142756e-5	3.5577554442907093	0.17943682678366837	6.042518733721446e-6	5.217667756142756e-5
DPP3	0.13238955098654936	7.242343125	4.717484080937064	6.044464094828182e-6	5.217667756142756e-5	3.557450612871955	0.13238955098654936	6.044464094828182e-6	5.217667756142756e-5
NUP62CL	0.18909364520435795	3.515926796875	4.716307948699036	6.074371316987495e-6	5.2411881081259543e-5	3.5527766034536636	0.18909364520435795	6.074371316987495e-6	5.2411881081259543e-5
ZNF100	0.14817296932644966	3.893190859375	4.71622326066509	6.0765303216538675e-6	5.2411881081259543e-5	3.5524400805106815	0.14817296932644966	6.0765303216538675e-6	5.2411881081259543e-5
MDM2	0.23185169521368434	7.1961753125	4.7154712675147765	6.095733956682085e-6	5.2556678858385016e-5	3.549452088510307	0.23185169521368434	6.095733956682085e-6	5.2556678858385016e-5
PFKFB3	0.34044302756791833	7.51703953125	4.7152804947527525	6.10061505035732e-6	5.257792360951774e-5	3.548694119598693	0.34044302756791833	6.10061505035732e-6	5.257792360951774e-5
NOVA1	0.17367812848457617	3.460482890625	4.713732488512872	6.140362322599991e-6	5.289952538753172e-5	3.54254445503172	0.17367812848457617	6.140362322599991e-6	5.289952538753172e-5
CDC20	0.35869491667017067	4.0223578125	4.713599231361179	6.1437955828856354e-6	5.2908149372332234e-5	3.5420151393138486	0.35869491667017067	6.1437955828856354e-6	5.2908149372332234e-5
